T/R 	1         	2         	3         	4         	5         	6         	7         	8         	9         	10        	11        	12        	13        	14        	15        	16        	17        	18        	19        	20        	21        	22        	23        	24        	25
170 	    0.0099210740	    0.0082667239	    0.0095573755	8.31710606781E+6	1.14927224316E+7	    0.0151877577	    0.0204163184	2.60315260621E+7	2.64941239482E+7	2.58834334817E+7	1.89813100685E+7	9.86453529523E+5	2.39837321022E+7	2.83791644927E+7	2.75054503833E+7	2.80806966813E+7	2.75304039316E+7	9.82845542957E+6	4.37791351971E+6	8.34653062600E+6	2.12186961459E+7	2.07709665549E+7	1.65074893725E+7	1.57716040331E+6	3.45832565333E+6
171 	    0.0101260622	    0.0084282460	    0.0097383273	8.31710606706E+6	1.14927224312E+7	    0.0155420189	    0.0208154412	2.60315260610E+7	2.64941239479E+7	2.58834334816E+7	1.89813100682E+7	9.86453526887E+5	2.39837321018E+7	2.83791644923E+7	2.75054503832E+7	2.80806966811E+7	2.75304039314E+7	9.82845542942E+6	4.37791351959E+6	8.34653062589E+6	2.12186961458E+7	2.07709665548E+7	1.65074893723E+7	1.57716040321E+6	3.45832565324E+6
172 	    0.0103337796	    0.0085936988	    0.0099233109	8.31710606631E+6	1.14927224309E+7	    0.0159043311	    0.0212225296	2.60315260599E+7	2.64941239477E+7	2.58834334814E+7	1.89813100680E+7	9.86453524200E+5	2.39837321014E+7	2.83791644919E+7	2.75054503831E+7	2.80806966810E+7	2.75304039312E+7	9.82845542927E+6	4.37791351947E+6	8.34653062577E+6	2.12186961458E+7	2.07709665547E+7	1.65074893722E+7	1.57716040309E+6	3.45832565315E+6
173 	    0.0105442158	    0.0087632534	    0.0101124805	8.31710606554E+6	1.14927224305E+7	    0.0162747759	    0.0216376725	2.60315260587E+7	2.64941239474E+7	2.58834334812E+7	1.89813100677E+7	9.86453521459E+5	2.39837321010E+7	2.83791644915E+7	2.75054503829E+7	2.80806966808E+7	2.75304039311E+7	9.82845542912E+6	4.37791351934E+6	8.34653062565E+6	2.12186961457E+7	2.07709665546E+7	1.65074893720E+7	1.57716040298E+6	3.45832565306E+6
174 	    0.0107573628	    0.0089370909	    0.0103059968	8.31710606476E+6	1.14927224300E+7	    0.0166534310	    0.0220609516	2.60315260575E+7	2.64941239471E+7	2.58834334810E+7	1.89813100674E+7	9.86453518666E+5	2.39837321006E+7	2.83791644911E+7	2.75054503828E+7	2.80806966806E+7	2.75304039309E+7	9.82845542896E+6	4.37791351921E+6	8.34653062552E+6	2.12186961456E+7	2.07709665545E+7	1.65074893718E+7	1.57716040287E+6	3.45832565296E+6
175 	    0.0109732151	    0.0091154027	    0.0105040265	8.31710606396E+6	1.14927224296E+7	    0.0170403702	    0.0224924396	2.60315260563E+7	2.64941239468E+7	2.58834334808E+7	1.89813100672E+7	9.86453515820E+5	2.39837321002E+7	2.83791644906E+7	2.75054503827E+7	2.80806966804E+7	2.75304039307E+7	9.82845542880E+6	4.37791351907E+6	8.34653062540E+6	2.12186961455E+7	2.07709665544E+7	1.65074893717E+7	1.57716040275E+6	3.45832565287E+6
176 	    0.0111917699	    0.0092983901	    0.0107067409	8.31710606315E+6	1.14927224292E+7	    0.0174356634	    0.0229321980	2.60315260551E+7	2.64941239465E+7	2.58834334807E+7	1.89813100669E+7	9.86453512921E+5	2.39837320997E+7	2.83791644902E+7	2.75054503825E+7	2.80806966802E+7	2.75304039305E+7	9.82845542864E+6	4.37791351894E+6	8.34653062527E+6	2.12186961454E+7	2.07709665543E+7	1.65074893715E+7	1.57716040262E+6	3.45832565277E+6
177 	    0.0114130273	    0.0094862643	    0.0109143147	8.31710606233E+6	1.14927224288E+7	    0.0178393766	    0.0233802742	2.60315260539E+7	2.64941239462E+7	2.58834334805E+7	1.89813100666E+7	9.86453509970E+5	2.39837320993E+7	2.83791644898E+7	2.75054503824E+7	2.80806966800E+7	2.75304039303E+7	9.82845542847E+6	4.37791351880E+6	8.34653062514E+6	2.12186961453E+7	2.07709665542E+7	1.65074893713E+7	1.57716040250E+6	3.45832565266E+6
178 	    0.0116369906	    0.0096792451	    0.0111269244	8.31710606149E+6	1.14927224283E+7	    0.0182515710	    0.0238366987	2.60315260526E+7	2.64941239459E+7	2.58834334803E+7	1.89813100663E+7	9.86453506967E+5	2.39837320988E+7	2.83791644893E+7	2.75054503823E+7	2.80806966798E+7	2.75304039301E+7	9.82845542830E+6	4.37791351865E+6	8.34653062501E+6	2.12186961453E+7	2.07709665541E+7	1.65074893711E+7	1.57716040237E+6	3.45832565256E+6
179 	    0.0118636663	    0.0098775607	    0.0113447464	8.31710606064E+6	1.14927224279E+7	    0.0186723016	    0.0243014801	2.60315260514E+7	2.64941239456E+7	2.58834334801E+7	1.89813100660E+7	9.86453503915E+5	2.39837320984E+7	2.83791644889E+7	2.75054503821E+7	2.80806966796E+7	2.75304039299E+7	9.82845542813E+6	4.37791351850E+6	8.34653062487E+6	2.12186961452E+7	2.07709665540E+7	1.65074893709E+7	1.57716040224E+6	3.45832565245E+6
180 	    0.0120930655	    0.0100814455	    0.0115679552	8.31710605977E+6	1.14927224274E+7	    0.0191016147	    0.0247745990	2.60315260501E+7	2.64941239453E+7	2.58834334799E+7	1.89813100657E+7	9.86453500814E+5	2.39837320979E+7	2.83791644884E+7	2.75054503820E+7	2.80806966794E+7	2.75304039297E+7	9.82845542795E+6	4.37791351835E+6	8.34653062473E+6	2.12186961451E+7	2.07709665539E+7	1.65074893707E+7	1.57716040210E+6	3.45832565234E+6
181 	    0.0123252053	    0.0102911390	    0.0117967217	8.31710605889E+6	1.14927224270E+7	    0.0195395434	    0.0252560011	2.60315260488E+7	2.64941239449E+7	2.58834334796E+7	1.89813100654E+7	9.86453497667E+5	2.39837320974E+7	2.83791644879E+7	2.75054503818E+7	2.80806966792E+7	2.75304039295E+7	9.82845542776E+6	4.37791351819E+6	8.34653062459E+6	2.12186961450E+7	2.07709665537E+7	1.65074893705E+7	1.57716040196E+6	3.45832565223E+6
182 	    0.0125601118	    0.0105068843	    0.0120312120	8.31710605800E+6	1.14927224265E+7	    0.0199861023	    0.0257455855	2.60315260474E+7	2.64941239446E+7	2.58834334794E+7	1.89813100651E+7	9.86453494477E+5	2.39837320969E+7	2.83791644874E+7	2.75054503817E+7	2.80806966789E+7	2.75304039293E+7	9.82845542757E+6	4.37791351803E+6	8.34653062444E+6	2.12186961449E+7	2.07709665536E+7	1.65074893703E+7	1.57716040182E+6	3.45832565212E+6
183 	    0.0127978251	    0.0107289270	    0.0122715867	8.31710605709E+6	1.14927224260E+7	    0.0204412779	    0.0262431926	2.60315260461E+7	2.64941239442E+7	2.58834334792E+7	1.89813100647E+7	9.86453491248E+5	2.39837320964E+7	2.83791644869E+7	2.75054503815E+7	2.80806966787E+7	2.75304039291E+7	9.82845542738E+6	4.37791351786E+6	8.34653062429E+6	2.12186961448E+7	2.07709665535E+7	1.65074893701E+7	1.57716040168E+6	3.45832565200E+6
184 	    0.0130384068	    0.0109575155	    0.0125180007	8.31710605617E+6	1.14927224255E+7	    0.0209050167	    0.0267485884	2.60315260447E+7	2.64941239439E+7	2.58834334790E+7	1.89813100644E+7	9.86453487984E+5	2.39837320959E+7	2.83791644864E+7	2.75054503814E+7	2.80806966785E+7	2.75304039288E+7	9.82845542718E+6	4.37791351769E+6	8.34653062414E+6	2.12186961447E+7	2.07709665534E+7	1.65074893699E+7	1.57716040153E+6	3.45832565188E+6
185 	    0.0132819500	    0.0111929028	    0.0127706015	8.31710605523E+6	1.14927224250E+7	    0.0213772059	    0.0272614525	2.60315260433E+7	2.64941239435E+7	2.58834334787E+7	1.89813100641E+7	9.86453484693E+5	2.39837320954E+7	2.83791644859E+7	2.75054503812E+7	2.80806966782E+7	2.75304039286E+7	9.82845542697E+6	4.37791351751E+6	8.34653062398E+6	2.12186961446E+7	2.07709665532E+7	1.65074893697E+7	1.57716040137E+6	3.45832565175E+6
186 	    0.0135285928	    0.0114353494	    0.0130295249	8.31710605427E+6	1.14927224245E+7	    0.0218576459	    0.0277813788	2.60315260419E+7	2.64941239431E+7	2.58834334785E+7	1.89813100637E+7	9.86453481381E+5	2.39837320949E+7	2.83791644854E+7	2.75054503810E+7	2.80806966780E+7	2.75304039283E+7	9.82845542676E+6	4.37791351732E+6	8.34653062382E+6	2.12186961445E+7	2.07709665531E+7	1.65074893695E+7	1.57716040121E+6	3.45832565162E+6
187 	    0.0137785320	    0.0116851255	    0.0132948828	8.31710605330E+6	1.14927224240E+7	    0.0223460086	    0.0283079140	2.60315260404E+7	2.64941239428E+7	2.58834334782E+7	1.89813100634E+7	9.86453478061E+5	2.39837320944E+7	2.83791644849E+7	2.75054503808E+7	2.80806966777E+7	2.75304039281E+7	9.82845542654E+6	4.37791351713E+6	8.34653062365E+6	2.12186961444E+7	2.07709665530E+7	1.65074893693E+7	1.57716040105E+6	3.45832565148E+6
188 	    0.0140320378	    0.0119425064	    0.0135667371	8.31710605230E+6	1.14927224235E+7	    0.0228417815	    0.0288406803	2.60315260389E+7	2.64941239424E+7	2.58834334780E+7	1.89813100630E+7	9.86453474749E+5	2.39837320939E+7	2.83791644844E+7	2.75054503807E+7	2.80806966774E+7	2.75304039278E+7	9.82845542632E+6	4.37791351693E+6	8.34653062347E+6	2.12186961443E+7	2.07709665528E+7	1.65074893690E+7	1.57716040088E+6	3.45832565134E+6
189 	    0.0142894641	    0.0122077504	    0.0138450481	8.31710605127E+6	1.14927224229E+7	    0.0233442139	    0.0293796679	2.60315260373E+7	2.64941239420E+7	2.58834334777E+7	1.89813100626E+7	9.86453471470E+5	2.39837320933E+7	2.83791644838E+7	2.75054503805E+7	2.80806966772E+7	2.75304039276E+7	9.82845542608E+6	4.37791351673E+6	8.34653062329E+6	2.12186961442E+7	2.07709665527E+7	1.65074893688E+7	1.57716040070E+6	3.45832565119E+6
190 	    0.0145512499	    0.0124810417	    0.0141295789	8.31710605021E+6	1.14927224224E+7	    0.0238523294	    0.0299258329	2.60315260358E+7	2.64941239416E+7	2.58834334774E+7	1.89813100623E+7	9.86453468249E+5	2.39837320928E+7	2.83791644833E+7	2.75054503803E+7	2.80806966769E+7	2.75304039273E+7	9.82845542584E+6	4.37791351651E+6	8.34653062310E+6	2.12186961441E+7	2.07709665525E+7	1.65074893685E+7	1.57716040052E+6	3.45832565104E+6
191 	    0.0148178987	    0.0127623648	    0.0144197193	8.31710604910E+6	1.14927224219E+7	    0.0243651982	    0.0304822147	2.60315260342E+7	2.64941239412E+7	2.58834334772E+7	1.89813100619E+7	9.86453465104E+5	2.39837320923E+7	2.83791644828E+7	2.75054503801E+7	2.80806966766E+7	2.75304039270E+7	9.82845542559E+6	4.37791351629E+6	8.34653062290E+6	2.12186961440E+7	2.07709665524E+7	1.65074893683E+7	1.57716040033E+6	3.45832565088E+6
192 	    0.0150899057	    0.0130512474	    0.0147141689	8.31710604794E+6	1.14927224213E+7	    0.0248829227	    0.0310558822	2.60315260326E+7	2.64941239408E+7	2.58834334769E+7	1.89813100615E+7	9.86453461990E+5	2.39837320917E+7	2.83791644822E+7	2.75054503799E+7	2.80806966763E+7	2.75304039267E+7	9.82845542534E+6	4.37791351606E+6	8.34653062269E+6	2.12186961439E+7	2.07709665522E+7	1.65074893680E+7	1.57716040014E+6	3.45832565070E+6
193 	    0.0153676339	    0.0133462627	    0.0150104792	8.31710604671E+6	1.14927224207E+7	    0.0254092913	    0.0316611173	2.60315260310E+7	2.64941239404E+7	2.58834334766E+7	1.89813100611E+7	9.86453458684E+5	2.39837320912E+7	2.83791644817E+7	2.75054503796E+7	2.80806966760E+7	2.75304039265E+7	9.82845542507E+6	4.37791351582E+6	8.34653062248E+6	2.12186961437E+7	2.07709665520E+7	1.65074893677E+7	1.57716039993E+6	3.45832565052E+6
194 	    0.0156515386	    0.0136443127	    0.0153049790	8.31710604542E+6	1.14927224201E+7	    0.0259578597	    0.0323237670	2.60315260295E+7	2.64941239400E+7	2.58834334763E+7	1.89813100608E+7	9.86453454556E+5	2.39837320906E+7	2.83791644811E+7	2.75054503794E+7	2.80806966757E+7	2.75304039262E+7	9.82845542481E+6	4.37791351556E+6	8.34653062225E+6	2.12186961436E+7	2.07709665518E+7	1.65074893675E+7	1.57716039971E+6	3.45832565032E+6
195 	    0.0159452423	    0.0139411141	    0.0155958965	8.31710604414E+6	1.14927224194E+7	    0.0265641403	    0.0330818650	2.60315260283E+7	2.64941239396E+7	2.58834334760E+7	1.89813100604E+7	9.86453448568E+5	2.39837320899E+7	2.83791644804E+7	2.75054503792E+7	2.80806966754E+7	2.75304039259E+7	9.82845542454E+6	4.37791351531E+6	8.34653062202E+6	2.12186961435E+7	2.07709665517E+7	1.65074893672E+7	1.57716039948E+6	3.45832565011E+6
196 	    0.0162713850	    0.0142409200	    0.0158994092	8.31710604308E+6	1.14927224186E+7	    0.0273022867	    0.0339538863	2.60315260276E+7	2.64941239391E+7	2.58834334758E+7	1.89813100600E+7	9.86453441507E+5	2.39837320891E+7	2.83791644797E+7	2.75054503790E+7	2.80806966752E+7	2.75304039256E+7	9.82845542428E+6	4.37791351505E+6	8.34653062179E+6	2.12186961433E+7	2.07709665515E+7	1.65074893669E+7	1.57716039924E+6	3.45832564989E+6
197 	    0.0167271168	    0.0146028712	    0.0163007644	8.31710604269E+6	1.14927224177E+7	    0.0282456268	    0.0347743696	2.60315260271E+7	2.64941239385E+7	2.58834334754E+7	1.89813100594E+7	9.86453450267E+5	2.39837320882E+7	2.83791644787E+7	2.75054503788E+7	2.80806966748E+7	2.75304039253E+7	9.82845542400E+6	4.37791351479E+6	8.34653062156E+6	2.12186961431E+7	2.07709665513E+7	1.65074893667E+7	1.57716039899E+6	3.45832564967E+6
198 	    0.0175450510	    0.0152310383	    0.0169740823	8.31710604337E+6	1.14927224173E+7	    0.0289765251	    0.0347292372	2.60315260269E+7	2.64941239377E+7	2.58834334749E+7	1.89813100586E+7	9.86453573350E+5	2.39837320877E+7	2.83791644782E+7	2.75054503784E+7	2.80806966742E+7	2.75304039247E+7	9.82845542351E+6	4.37791351437E+6	8.34653062124E+6	2.12186961430E+7	2.07709665511E+7	1.65074893662E+7	1.57716039868E+6	3.45832564940E+6
199 	    0.0139459038	    0.0122429816	    0.0129264104	8.31710608184E+6	1.14927224312E+7	    0.0181617583	    0.0177959024	2.60315261000E+7	2.64941239443E+7	2.58834334778E+7	1.89813100646E+7	9.86453647815E+5	2.39837321009E+7	2.83791644911E+7	2.75054503801E+7	2.80806966775E+7	2.75304039278E+7	9.82845542561E+6	4.37791351585E+6	8.34653062242E+6	2.12186961435E+7	2.07709665518E+7	1.65074893684E+7	1.57716039936E+6	3.45832565004E+6
200 	   77.5212975210	   68.5546636611	   66.4016662137	8.31703078316E+6	1.14926488888E+7	   76.1864420292	   65.6470462387	2.60314567738E+7	2.64940510262E+7	2.58833647015E+7	1.89812359266E+7	9.86382724187E+5	2.39836556915E+7	2.83790883294E+7	2.75053861042E+7	2.80806290962E+7	2.75303363127E+7	9.82838486972E+6	4.37784535203E+6	8.34646129547E+6	2.12186318377E+7	2.07708998593E+7	1.65074176492E+7	1.57708689576E+6	3.45825796932E+6
