T/R 	1         	2         	3         	4         	5         	6         	7         	8         	9         	10        	11        	12        	13        	14        	15        	16        	17        	18        	19        	20        	21        	22        	23        	24        	25
131 	   23.0028535335	   22.9641176438	   23.0397696738	   23.0581344638	   22.8215555152	   23.0159850048	   22.9692252592	   21.9944094926	   23.1896912266	   22.3938298090	   23.1856195053	   22.9324689080	   23.0815963544	   23.1146923754	   22.1781444985	   22.2746425302	   22.2778470182	   23.0587902361	   22.9760133103	   23.0398760939	   22.5461807639	   22.5424047152	   22.9954694969	   22.9966210156	   22.9898450630
132 	   23.2336733245	   23.1917890351	   23.2701594010	   23.2919924759	   23.0457955645	   23.2500023992	   23.1975051867	   22.1941141989	   23.4335030110	   22.6287905497	   23.4255099512	   23.1774901417	   23.3125288639	   23.3459216995	   22.3935467408	   22.5033165093	   22.5061135650	   23.2878434702	   23.2046330578	   23.2699185012	   22.7713666861	   22.7712565041	   23.2397681965	   23.2280507668	   23.2192043465
133 	   23.4667423161	   23.4216747988	   23.5026651030	   23.5280308450	   23.2724536381	   23.4861613591	   23.4280315353	   22.3986612903	   23.6803141182	   22.8675141753	   23.6670003905	   23.4232751559	   23.5448351739	   23.5788986429	   22.6108874124	   22.7358914171	   22.7380601970	   23.5188297344	   23.4354733812	   23.5020220023	   22.9986727726	   23.0026719411	   23.4864178875	   23.4617370287	   23.4507635268
134 	   23.7020659335	   23.6537944336	   23.7372919515	   23.7663005053	   23.5015640638	   23.7244561470	   23.6608215389	   22.6082851616	   23.9300989507	   23.1101387180	   23.9100113601	   23.6696875146	   23.7785128238	   23.8136170292	   22.8303593527	   22.9725460876	   22.9738777396	   23.7517658459	   23.6685535954	   23.7361996240	   23.2281025727	   23.2367315046	   23.7353577590	   23.6976842317	   23.6845374799
135 	   23.9396485734	   23.8881678204	   23.9740449523	   24.0068441078	   23.7331603358	   23.9648813616	   23.8958922950	   22.8231840142	   24.1828191100	   23.3567935552	   24.1544631651	   23.9166626370	   24.0135608014	   24.0500678311	   23.0521762446	   23.2134525544	   23.2137521674	   23.9866697213	   23.9038932762	   23.9724645402	   23.4596696803	   23.4735226833	   23.9865209690	   23.9358961064	   23.9205412686
136 	   24.1794939554	   24.1248155202	   24.2129293071	   24.2496966861	   23.9672752255	   24.2074323654	   24.1332610509	   23.0435178539	   24.4384235500	   23.6075971568	   24.4002772428	   24.1642050410	   24.2499801473	   24.2882396982	   23.2765704938	   23.4587733818	   23.4578617003	   24.2235605718	   24.1415125107	   24.2108302806	   23.6933986619	   23.7131392315	   24.2398354519	   24.1763760401	   24.1587904283
137 	   24.4216055737	   24.3637591477	   24.4539508671	   24.4948865346	   24.2039409956	   24.4521057944	   24.3729455759	   23.2694082081	   24.6968489917	   23.8626550091	   24.6473776606	   24.4123796510	   24.4877746964	   24.5281196570	   23.5037907278	   23.7086591307	   23.7063740129	   24.4624591705	   24.3814322259	   24.4513110225	   23.9293259141	   23.9556803192	   24.4952249240	   24.4191275245	   24.3993013322
138 	   24.6659872007	   24.6050217739	   24.6971166299	   24.7424362038	   24.4431896757	   24.6989001025	   24.6149645731	   23.5009390894	   24.9580205557	   24.1220577186	   24.8956926876	   24.6612997506	   24.7269519043	   24.7696939309	   23.7340989164	   23.9632459669	   23.9594435735	   24.7033881475	   24.6236745462	   24.6939219210	   24.1675003826	   24.2012495456	   24.7526100367	   24.6641546483	   24.6420915886
139 	   24.9126434024	   24.8486283137	   24.9424352376	   24.9923635300	   24.6850533582	   24.9478160947	   24.8593380876	   23.7381588038	   25.2218525714	   24.3858793007	   25.1451563848	   24.9111138190	   24.9675237069	   25.0129488350	   23.9677671353	   24.2226534252	   24.2172091295	   24.9463722729	   24.8682631416	   24.9386794384	   24.4079840817	   24.4499537970	   25.0119096282	   24.9114625912	   24.8871804292
140 	   25.1615800316	   25.0946058698	   25.1899174447	   25.2446826433	   24.9295644852	   25.1988574188	   25.1060878817	   23.9810822986	   25.4882495300	   24.6541756627	   25.3957101688	   25.1619929054	   25.2095073730	   25.2578717072	   24.2050740089	   24.4869823490	   24.4797913668	   25.1914387018	   25.1152235334	   25.1856016449	   24.6508523655	   24.7019019407	   25.2730420348	   25.1610580884	   25.1345890585
141 	   25.4128046773	   25.3429840094	   25.4395765343	   25.4994049112	   25.1767561086	   25.4520309932	   25.3552377545	   24.2296938342	   25.7571071560	   24.9269832995	   25.6473043139	   25.4141195850	   25.4529263199	   25.5044518496	   24.4463008902	   24.7563130287	   24.7472907703	   25.4386171625	   25.3645833408	   25.4347084716	   24.8961939163	   24.9572033643	   25.5359264304	   25.4129498428	   25.3843409433
142 	   25.6663270592	   25.5937949667	   25.6914286704	   25.7565397943	   25.4266621097	   25.7073473564	   25.6068137953	   24.4839498336	   26.0283135812	   25.2043182179	   25.8998993667	   25.6676790181	   25.6978108715	   25.7526814627	   24.6917278453	   25.0307035693	   25.0197857221	   25.6879400819	   25.6163724567	   25.6860219088	   25.1441104282	   25.2159663800	   25.8004841738	   25.6671488760	   25.6364620321
143 	   25.9221593605	   25.8470737645	   25.9454931836	   26.0160956037	   25.6793173770	   25.9648209364	   25.8608445672	   24.7437818189	   26.3017506112	   25.4861751122	   26.1534674560	   25.9228522396	   25.9441989456	   26.0025565628	   24.9416295226	   25.3101885141	   25.2973308697	   25.9394426479	   25.8706231521	   25.9395661483	   25.3947159783	   25.4782965246	   26.0666401467	   25.9236688101	   25.8909809034
144 	   26.1803165002	   26.1028582598	   26.2017927892	   26.2780801556	   25.9347579400	   26.2244702384	   26.1173612207	   25.0090993750	   26.5772950763	   25.7725268086	   26.4079934832	   26.1798115403	   26.1921366621	   26.2540778748	   25.1962709902	   25.5947777542	   25.5799557957	   26.1931628154	   26.1273701101	   26.1953676740	   25.6481360866	   25.7442947905	   26.3343240721	   26.1825260841	   26.1479288423
145 	   26.4408163458	   26.3611891187	   26.4603537434	   26.5425013292	   26.1930210624	   26.4863179550	   26.3763975433	   25.2797931035	   26.8548202641	   26.0633239925	   26.6634761852	   26.4387176575	   26.4416788661	   26.5072516998	   25.4559036241	   25.8844557444	   25.8676640166	   26.4491412619	   26.3866503979	   26.4534553068	   25.9045064765	   26.0140558299	   26.6034718029	   26.4437401074	   26.4073398543
146 	   26.7036798722	   26.6221097257	   26.7212059412	   26.8093675325	   26.4541452982	   26.7503910056	   26.6379899487	   25.5557375370	   27.1341974306	   26.3584952289	   26.9199290586	   26.6997184209	   26.6928895620	   26.7620907524	   25.7207611318	   26.1791810445	   26.1604323296	   26.7074213054	   26.6485033826	   26.7138602136	   26.1639715533	   26.2876661711	   26.8740265716	   26.7073333551	   26.6692506202
147 	   26.9689312696	   26.8856660386	   26.9843829635	   27.0786880868	   26.7181705142	   27.0167205090	   26.9021774134	   25.8367939931	   27.4152973866	   26.6579472799	   27.1773811395	   26.9629485008	   26.9458422547	   27.0186149682	   25.9910557865	   26.4788861951	   26.4582105205	   26.9680487913	   26.9129705996	   26.9766158864	   26.4266826277	   26.5652024903	   27.1459401940	   26.9733314130	   26.9337004027
148 	   27.2365980058	   27.1519063945	   27.2499220790	   27.3504735373	   26.9851378802	   27.2853416979	   27.1690013659	   26.1228133443	   27.6979921552	   26.9615657176	   27.4358776288	   27.2285299286	   27.2006201937	   27.2768522748	   26.2669749426	   26.7834779324	   26.7609214381	   27.2310719600	   27.1800955819	   27.2417581016	   26.6927959139	   26.8467299769	   27.4191742151	   27.2417629759	   27.2007309095
149 	   27.5067108458	   27.4208812754	   27.5178642053	   27.6247359010	   27.2550898305	   27.5562937797	   27.4385055341	   26.4136386857	   27.9821566982	   27.2692158251	   27.6954803570	   27.4965731154	   27.4573165151	   27.5368393236	   26.5486778967	   27.0928377377	   27.0684614314	   27.4965413015	   27.4499236567	   27.5093248644	   26.9624703392	   27.1323008288	   27.6937009871	   27.5126598057	   27.4703861210
150 	   27.7793038331	   27.6926430404	   27.7882538349	   27.9014888575	   27.5280699968	   27.8296197498	   27.7107357556	   26.7091078810	   28.2676707031	   27.5807437744	   27.9562680778	   27.7671781433	   27.7160342763	   27.7986221748	   26.8362931462	   27.4068227129	   27.3807011411	   27.7645094050	   27.7225017162	   27.7793563440	   27.2358652038	   27.4219529117	   27.9695046675	   27.7860566542	   27.7427120897
151 	   28.0544142328	   27.9672456307	   28.0611389308	   28.1807478923	   27.8041231123	   28.1053661622	   27.9857397561	   27.0090559696	   28.5544204243	   27.8959780663	   28.2183365836	   28.0404361622	   27.9768863773	   28.0622569263	   27.1299160924	   27.7252667667	   27.6974866292	   28.0350308085	   27.9978779687	   28.0518948052	   27.5131377342	   27.7157086099	   28.2465821243	   28.0619911535	   28.0177567136
152 	   28.3320824417	   28.2447442533	   28.3365707930	   28.4625303981	   28.0832948869	   28.3835828624	   28.2635668988	   27.3133174189	   28.8423005693	   28.2147312128	   28.4817986356	   28.3164307710	   28.2399953618	   28.3278102770	   27.4296072215	   28.0479820930	   28.0186408266	   28.3081618535	   28.2761016736	   28.3269845381	   27.7944405755	   28.0135738957	   28.5249437338	   28.3405036784	   28.2955694918
153 	   28.6123518637	   28.5251950481	   28.6146039024	   28.7468557395	   28.3656318529	   28.6643226857	   28.5442679085	   27.6217282107	   29.1312162164	   28.5368016432	   28.7467837003	   28.5952393020	   28.5054930922	   28.5953600117	   27.7353907915	   28.3747609196	   28.3439652754	   28.5839605466	   28.5572228664	   28.6046717900	   28.0799192670	   28.3155376360	   28.8046140576	   28.6216371841	   28.5762012631
154 	   28.8952687555	   28.8086547452	   28.8952957416	   29.0337452850	   28.6511811794	   28.9476411273	   28.8278945747	   27.9341277499	   29.4210847504	   28.8619758134	   29.0134374874	   28.8769339587	   28.7735202929	   28.8649953942	   28.0472540389	   28.7053775028	   28.6732421382	   28.8624864328	   28.8412920752	   28.8850046991	   28.3697097514	   28.6215711552	   29.0856323839	   28.9054370197	   28.8597039341
155 	   29.1808820412	   29.0951803146	   29.1787065991	   29.3232224124	   28.9399904552	   29.2335959853	   29.1144994356	   28.2503605896	   29.7118377974	   29.1900304949	   29.2819212867	   29.1615827844	   29.0442259552	   29.1368174530	   28.3651469131	   29.0395903445	   29.0062364485	   29.1438004798	   29.1283600345	   29.1680332328	   28.6639359596	   28.9316280642	   29.3680531205	   29.1919507235	   29.1461301971
156 	   29.4692430993	   29.3848286151	   29.4648993556	   29.6153124879	   29.2321074396	   29.5222469830	   29.4041354473	   28.5702779657	   30.0034231374	   29.5207352253	   29.5524110999	   29.4492504512	   29.3177666022	   29.4109391450	   28.6889823358	   29.3771446069	   29.3426985736	   29.4279649755	   29.4184773968	   29.4538091305	   28.9627075204	   29.2456443665	   29.6519460267	   29.4812277989	   29.4355332428
157 	   29.7604055230	   29.6776560458	   29.7539392589	   29.9100428244	   29.5275797808	   29.8136553732	   29.6968556418	   28.8937391401	   30.2958065683	   29.8538548975	   29.8250965711	   29.7399988750	   29.5943054089	   29.6874853795	   29.0186369727	   29.7177747009	   29.6823668642	   29.7150434388	   29.7116944474	   29.7423858504	   29.2661176347	   29.5635388441	   29.9373962722	   29.7733194757	   29.7279664699
158 	   30.0544248564	   29.9737182048	   30.0458936874	   30.2074426194	   29.8264547032	   30.1078835287	   29.9927127775	   29.2206125506	   30.5889736928	   30.1891524690	   30.1001797180	   30.0338876686	   29.8740111783	   29.9665928862	   29.3539524994	   30.0612070265	   30.0249704642	   30.0051005440	   30.0080608228	   30.0338185205	   29.5742411560	   29.8852137248	   30.2245043163	   30.0682784570	   30.0234831934
159 	   30.3513583074	   30.2730695593	   30.3408319057	   30.5075428762	   30.1287786639	   30.4049945236	   30.2917589863	   29.5507767689	   30.8829315933	   30.5263917704	   30.3778734716	   30.3309744474	   30.1570571756	   30.2484099112	   29.6947373347	   30.4071628455	   30.3702322577	   30.2982020576	   30.3076252378	   30.3281638946	   29.8871329134	   30.2105556283	   30.5133855982	   30.3661586560	   30.3221363549
160 	   30.6512644427	   30.5757631318	   30.6388248152	   30.8103763089	   30.4345969826	   30.7050517097	   30.5940454211	   29.8841212700	   31.1777103566	   30.8653403955	   30.6584000332	   30.6313150068	   30.4436198237	   30.5330957255	   30.0407688095	   30.7553612648	   30.7178719308	   30.5944147879	   30.6104352212	   30.6254803101	   30.2048263084	   30.5394367839	   30.8041700383	   30.6670149228	   30.6239782369
161 	   30.9542028633	   30.8818502064	   30.9399447015	   31.1159772339	   30.7439534469	   31.0081182921	   30.8996219099	   30.2205470163	   31.4733644066	   31.2057726510	   30.9419890625	   30.9349633882	   30.7338772685	   30.8208199324	   30.3917957356	   31.1055223156	   31.0676091285	   30.8938065465	   30.9165368666	   30.9258276507	   30.5273322139	   30.8717165100	   31.0970013473	   30.9709027644	   30.9290601830
162 	   31.2602338678	   31.1913800594	   31.2442649808	   31.4243814491	   31.0568898982	   31.3142569100	   31.2085366196	   30.5599668644	   31.7699736003	   31.5474725458	   31.2288757111	   31.2419718510	   31.0280078237	   31.1117615614	   30.7475413340	   31.4573701088	   31.4191666862	   31.1964461207	   31.2259745974	   31.2292673092	   30.8546381974	   31.2072429441	   31.3920361490	   31.2778780613	   31.2374323266
163 	   31.5694181031	   31.5043997181	   31.5518599470	   31.7356261011	   31.3734458045	   31.6235292260	   31.5208357353	   30.9023058005	   32.0676440376	   31.8902367972	   31.5192985193	   31.5523907670	   31.3261883094	   31.4061079413	   31.1077064846	   31.8106360496	   31.7722739173	   31.5024032570	   31.5387909531	   31.5358621541	   31.1867080853	   31.5458550031	   31.6894429229	   31.5879967801	   31.5491433298
164 	   31.8818162070	   31.8209537520	   31.8628045199	   32.0497495429	   31.6936578263	   31.9359955310	   31.8365631606	   31.2475010150	   32.3665085365	   32.2338778284	   31.8134971960	   31.8662684492	   31.6285923004	   31.7040533464	   31.4719732554	   32.1650620933	   32.1266699384	   31.8117486540	   31.8550263976	   31.8456764967	   31.5234818799	   31.8873845581	   31.9894007790	   31.9013146880	   31.8642401350
165 	   32.1974884463	   32.1410840996	   32.1771739957	   32.3667911818	   32.0175593843	   32.2517143702	   32.1557602426	   31.5955018261	   32.6667267221	   32.5782267281	   32.1117103024	   32.1836509278	   31.9353883067	   32.0057974158	   31.8400086732	   32.5204040207	   32.4821070098	   32.1245539665	   32.1747191556	   32.1587760596	   31.8648760364	   32.2316587979	   32.2920980795	   32.2178870686	   32.1827677307
166 	   32.5164943516	   32.4648299342	   32.4950437974	   32.6867913187	   32.3451802388	   32.5707421961	   32.4784655278	   31.9462694657	   32.9684846823	   32.9231361411	   32.4141728606	   32.5045816830	   32.2467379074	   32.3115433494	   32.2114686990	   32.8764347097	   32.8383538685	   32.4408918194	   32.4979050809	   32.4752279473	   32.2107840997	   32.5785027563	   32.5977309280	   32.5377684447	   32.5047689344
167 	   32.8388923540	   32.7922275710	   32.8164892242	   33.0097909786	   32.6765460895	   32.8931330568	   32.8047145525	   32.2997767414	   33.2719941412	   33.2684830516	   32.7211139092	   32.8291013405	   32.5627938672	   32.6214958910	   32.5860023756	   33.2329473740	   33.1951990273	   32.7608358331	   32.8246175625	   32.7951006193	   32.5610776986	   32.9277419731	   32.9065015479	   32.8610123091	   32.8302841948
168 	   33.1647394251	   33.1233104174	   33.1415851937	   33.3358317334	   33.0116782097	   33.2189383269	   33.1345396729	   32.6560075886	   33.5774911093	   33.6141714188	   33.0327540263	   33.1572473363	   32.8836982634	   32.9358591138	   32.9632561162	   33.5897587349	   33.5524540076	   33.0844606623	   33.1548874753	   33.1184638680	   32.9156078893	   33.2792052581	   33.2186165779	   33.1876708688	   33.1593514161
169 	   33.4940907234	   33.4581089662	   33.4704059727	   33.6649555164	   33.3505931241	   33.5482064900	   33.4679699380	   33.0149565304	   33.8852339745	   33.9601346169	   33.3493028393	   33.4890535525	   33.2095806551	   33.2548340295	   33.3428781108	   33.9467120874	   33.9099564678	   33.4118420479	   33.4887431824	   33.4453888042	   33.2742068377	   33.6327275211	   33.5342853132	   33.5177948059	   33.4920058084
170 	   33.8269992491	   33.7966508326	   33.8030248853	   33.9972044315	   33.6933023427	   33.8809829831	   33.8050310102	   33.3766280616	   34.1955010049	   34.3063376293	   33.6709565396	   33.8245499260	   33.5405563292	   33.5786160484	   33.7245228259	   34.3036802102	   34.2675731862	   33.7430568868	   33.8262105980	   33.7759478548	   33.6366898258	   33.9881526337	   33.8537179234	   33.8514330614	   33.8282797683
171 	   34.1635155101	   34.1389608279	   34.1395139862	   34.3326205577	   34.0398121638	   34.2173101126	   34.1457451361	   33.7410359736	   34.5085872487	   34.6527789385	   33.9978954155	   34.1637620284	   33.8767246542	   33.9073923238	   34.1078555830	   34.6605680666	   34.6252028432	   34.0781833190	   34.1673133220	   34.1102147812	   34.0028575676	   34.3453362823	   34.1771236792	   34.1886326494	   34.1682027969
172 	   34.5036871989	   34.4850610663	   34.4799436828	   34.6712457568	   34.3901235539	   34.5572270528	   34.4901311725	   34.1082026408	   34.8248008250	   34.9994920512	   34.3302814184	   34.5067106178	   34.2181675764	   34.2413390160	   34.4925571984	   35.0173152303	   34.9827785462	   34.4173008343	   34.5120728566	   34.4482647273	   34.3724988174	   34.7041487746	   34.5047092194	   34.5294385082	   34.5118014613
173 	   34.8475588834	   34.8349710917	   34.8243822824	   35.0131214916	   34.7442321161	   34.9007699369	   34.8382046720	   34.4781582842	   35.1444586194	   35.3465465904	   34.6682557713	   34.8534111608	   34.5649482885	   34.5806185184	   34.8783286750	   35.3738979639	   35.3402700282	   34.7604903961	   34.8605089188	   34.7901743133	   34.7453932545	   35.0644777625	   34.8366768858	   34.8738934003	   34.8590994131
174 	   35.1951717091	   35.1887080063	   35.1728954369	   35.3582886745	   35.1021281532	   35.2479720476	   35.1899780318	   34.8509402352	   35.4678814138	   35.6940488820	   35.0119366301	   35.2038733305	   34.9171100984	   34.9253766880	   35.2648959347	   35.7303308654	   35.6976854406	   35.1078345767	   35.2126398619	   35.1360217949	   35.1213146298	   35.4262308459	   35.1732231487	   35.2220378736	   35.2101174769
175 	   35.5465631136	   35.5462865756	   35.5255454502	   35.7067875693	   35.4637968344	   35.5988641124	   35.5454607117	   35.2265922200	   35.7953885049	   36.0421419568	   35.3614168112	   35.5581004911	   35.2746755230	   35.2757401244	   35.6520145822	   36.0866679916	   36.0550726525	   35.4594176909	   35.5684832197	   35.4858873147	   35.5000341581	   35.7893380321	   35.5145371356	   35.5739102994	   35.5648738307
176 	   35.9017665518	   35.9077192713	   35.8823904060	   36.0586577877	   35.8292184708	   35.9534747024	   35.9046595231	   35.6051636917	   36.1272918899	   36.3910048789	   35.7167616014	   35.9160891944	   35.6376456276	   35.6318135437	   36.0394746853	   36.4430033519	   36.4125199545	   35.8153259005	   35.9280563850	   35.8398532800	   35.8813241454	   36.1537540362	   35.8607992586	   35.9295470047	   35.9233843064
177 	   36.2608112305	   36.2730161984	   36.2434830681	   36.4139384328	   36.1983689109	   36.3118307277	   36.2675789868	   35.9867092433	   36.4638901280	   36.7408513029	   36.0780066792	   36.2778287278	   36.0059996322	   35.9936772980	   36.4271055517	   36.7994706599	   36.7701560500	   36.1756472440	   36.2913774279	   36.1980049095	   36.2649618373	   36.5194604292	   36.2121799141	   36.2889825236	   36.2856628514
178 	   36.6237218546	   36.6421848368	   36.6088695068	   36.7726684565	   36.5712200655	   36.6739580185	   36.6342217460	   36.3712881475	   36.8054620154	   37.0919271440	   36.4451561902	   36.6433007698	   36.3796948054	   36.3613850922	   36.8147804650	   37.1562422174	   37.1281492047	   36.5404715148	   36.6584660495	   36.5604309960	   36.6507334788	   36.8864676758	   36.5688381895	   36.6522499926	   36.6517222096
179 	   36.9905183939	   37.0152295049	   36.9785874093	   37.1348873157	   36.9477405775	   37.0398819780	   37.0045889985	   36.7589640830	   37.1522602445	   37.4445072350	   36.8181810430	   37.0124792135	   36.7586666714	   36.7349619662	   37.2024213119	   37.5135268034	   37.4867054065	   36.9098898650	   37.0293446457	   36.9272249339	   37.0384385763	   37.2548171529	   36.9309204613	   37.0193817249	   37.0215749052
180 	   37.3612158914	   37.3921504407	   37.3526640576	   37.5006360124	   37.3278966416	   37.4096283026	   37.3786808853	   37.1498051314	   37.5045052397	   37.7988908222	   37.1970175117	   37.3853301888	   37.1428295616	   37.1144026150	   37.5900029858	   37.8715664482	   37.8460653842	   37.2839939475	   37.4040394208	   37.2984860461	   37.4278943722	   37.6245833139	   37.2985586952	   37.3904100041	   37.3952346508
181 	   37.7358243595	   37.7729423910	   37.7311139994	   37.8699586060	   37.7116529523	   37.7832237823	   37.7564967371	   37.5438841516	   37.8623793820	   38.1553957585	   37.5815662562	   37.7618122326	   37.5320775300	   37.4996701234	   37.9775573638	   38.2306320057	   38.2065003402	   37.6628743189	   37.7825814267	   37.6743212081	   37.8189405793	   37.9958762637	   37.6718681613	   37.7653681509	   37.7727183530
182 	   38.1143488462	   38.1575926278	   38.1139365081	   38.2429042735	   38.0989736924	   38.1606972154	   38.1380350600	   37.9412796582	   38.2260218442	   38.5143512753	   37.9716918807	   38.1418763798	   37.9262856068	   37.8906951625	   38.3651765212	   38.5910175104	   38.5683063030	   38.0466177136	   38.1650073030	   38.0548466716	   38.2114445299	   38.3688451303	   38.0509441584	   38.1442919286	   38.1540489562
183 	   38.4967897978	   38.5460783913	   38.5011130126	   38.6195299982	   38.4898233444	   38.5420804661	   38.5232931774	   38.3420773233	   38.5955242785	   38.8760893079	   38.3672231618	   38.5254657057	   38.3253112485	   38.2873755899	   38.7530146407	   38.9530334349	   38.9317971089	   38.4353026794	   38.5513593274	   38.4401898017	   38.6053071101	   38.7436827395	   38.4358572195	   38.5272213608	   38.5392594332
184 	   38.8831438938	   38.9383638967	   38.8926047635	   38.9999040299	   38.8841669323	   38.9274095896	   38.9122666005	   38.7463721170	   38.9709276635	   39.2409345205	   38.7679540973	   38.9125136616	   38.7289956099	   38.6895761704	   39.1412877883	   39.3169991496	   39.2972962081	   38.8289929760	   38.9416841484	   38.8304900778	   39.0004702666	   39.1206321436	   38.8266461920	   38.9142030057	   38.9283982648
185 	   39.2734055524	   39.3343972304	   39.2883510490	   39.3841104978	   39.2819691470	   39.3167256188	   39.3049485608	   39.1542707557	   39.3522207771	   39.6091934368	   39.1736460323	   39.3029408110	   39.1371639428	   39.0971277822	   39.5302703921	   39.6832350864	   39.6651277283	   39.2277281555	   39.3360292654	   39.2258980730	   39.3969275790	   39.4999953638	   39.2233086262	   39.3052926014	   39.3215366306
186 	   39.6675693270	   39.7341076096	   39.6882682873	   39.7722561519	   39.6831919294	   39.7100739371	   39.7013307350	   39.5658931546	   39.7393410240	   39.9811433573	   39.5840313782	   39.6966511253	   39.5496241850	   39.5098251175	   39.9202869650	   40.0520552538	   40.0356074528	   39.6315109704	   39.7344360391	   39.6265701394	   39.7947404366	   39.8821439361	   39.6257881640	   39.7005575997	   39.7187770156
187 	   40.0656335216	   40.1374034863	   40.0922504339	   40.1644814261	   40.0877909166	   40.1075002413	   40.1014068837	   39.9813693213	   40.1321784340	   40.3570219173	   39.9988198290	   40.0935329993	   39.9661631489	   39.9274220328	   40.3116975916	   40.4237607762	   40.4090344680	   40.0402917286	   40.1369279588	   40.0326552493	   40.1940635660	   40.2675289044	   40.0339591255	   40.1000781670	   40.1202615396
188 	   40.4676059301	   40.5441719137	   40.5001717331	   40.5609800865	   40.4957132469	   40.5090407716	   40.5051813840	   40.4008237182	   40.5305826645	   40.7370182083	   40.4177078877	   40.4934769378	   40.3865415772	   40.3496253269	   40.7048762129	   40.7986353043	   40.7856843121	   40.4539503404	   40.5434933865	   40.4442693520	   40.5951841733	   40.6566840249	   40.4476091137	   40.5039434413	   40.5261753081
189 	   40.8735141946	   40.9542803232	   40.9118942388	   40.9620342702	   40.9069024665	   40.9147070131	   40.9126837324	   40.8243329333	   40.9343689779	   41.1212671602	   40.8403900304	   40.8964266694	   40.8104935502	   40.7760919993	   41.1001819761	   41.1769444353	   41.1658054215	   40.8722774203	   40.9540632707	   40.8614528300	   40.9985763329	   41.0502097820	   40.8664210998	   40.9122373198	   40.9367349270
190 	   41.2834253313	   41.3675853950	   41.3272832563	   41.3680714531	   41.3213186539	   41.3244739341	   41.3239887997	   41.2518396163	   41.3433113503	   41.5098526826	   41.2665617445	   41.3024632642	   41.2377413052	   41.2064415359	   41.4979261077	   41.5589450422	   41.5496245513	   41.2949575503	   41.3684863953	   41.2841097898	   41.4049610135	   41.4487192566	   41.2899584627	   41.3250066568	   41.3521462623
191 	   41.6974751861	   41.7839600272	   41.7462264663	   41.7797326667	   41.7389798707	   41.7382964684	   41.7392494711	   41.6830178582	   41.7571058951	   41.9028333185	   41.6958919251	   41.7118356776	   41.6680382409	   41.6402983396	   41.8983426773	   41.9449136760	   41.9373734096	   41.7215663156	   41.7865093582	   41.7119354566	   41.8153340183	   41.8527265968	   41.7176657644	   41.7422093594	   41.7725146151
192 	   42.1158807184	   42.2033410359	   42.1686232698	   42.1978654993	   42.1600337801	   42.1561883441	   42.1587927919	   42.1171045636	   42.1753138647	   42.3003016023	   42.1279481736	   42.1246556108	   42.1012486601	   42.0773747451	   42.3015925819	   42.3351853225	   42.3293401250	   42.1516158812	   42.2077863316	   42.1443541686	   42.2308762403	   42.2624757758	   42.1489213078	   42.1636560874	   42.1977060242
193 	   42.5388471037	   42.6257184996	   42.5942725561	   42.6231612398	   42.5849520502	   42.5783836472	   42.5834639919	   42.5525986227	   42.5973860777	   42.7024097983	   42.5621435986	   42.5399106187	   42.5375186805	   42.5176377270	   42.7078695733	   42.7301114978	   42.7258673883	   42.5846822101	   42.6319862100	   42.5805348688	   42.6526167188	   42.6777472614	   42.5831694257	   42.5889840790	   42.6271941928
194 	   42.9663100733	   43.0508096352	   43.0226654439	   43.0549178788	   43.0153224468	   43.0057192193	   43.0155318740	   42.9862094066	   43.0229205205	   43.1090763310	   42.9979078158	   42.9549588659	   42.9779501865	   42.9619319278	   43.1175650246	   43.1297413913	   43.1270431031	   43.0203820499	   43.0589814284	   43.0195975671	   43.0807281090	   43.0977448139	   43.0198807581	   43.0177336122	   43.0599681867
195 	   43.3978709817	   43.4773359815	   43.4529722898	   43.4880785699	   43.4562411389	   43.4415059315	   43.4594147686	   43.4109453347	   43.4521000400	   43.5191483335	   43.4350935031	   43.3730320765	   43.4271326747	   43.4144567829	   43.5305619070	   43.5333106880	   43.5319895139	   43.4572310915	   43.4881845522	   43.4605362587	   43.5134497000	   43.5212036526	   43.4573881505	   43.4495815504	   43.4946088368
196 	   43.8342461944	   43.9035324418	   43.8852081686	   43.9036097879	   43.9172121703	   43.8981159031	   43.9156549176	   43.8208338936	   43.8897171280	   43.9306148575	   43.8770631570	   43.8283372822	   43.8964715314	   43.8867425298	   43.9434384933	   43.9399376355	   43.9392745396	   43.8908868544	   43.9154148198	   43.8991154219	   43.9466444690	   43.9455931875	   43.8912629627	   43.8832315772	   43.9287038576
197 	   44.3015512408	   44.3453887214	   44.3434472333	   44.2607939445	   44.3836067196	   44.3883119419	   44.3523809928	   44.2045798630	   44.3731164770	   44.3580485325	   44.3612084090	   44.2314050561	   44.3792777834	   44.3748676281	   44.3579636591	   44.3681447230	   44.3649447329	   44.3273221078	   44.3409984534	   44.3302771615	   44.3761964680	   44.3637900349	   44.3279660340	   44.3122020208	   44.3553188273
198 	   44.8951475958	   44.9128387712	   44.8900373574	   44.5619064598	   44.6752311244	   44.7251649821	   44.6330676195	   44.6375458458	   44.8537879662	   44.9210449601	   44.8722055906	   43.4272813538	   44.6844226620	   44.6892381535	   44.8887098502	   44.9212585011	   44.9215745898	   44.8996417981	   44.8832861470	   44.8554368594	   44.8195589246	   44.8367613415	   44.9032679168	   44.8060198246	   44.8311021697
